#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00001									SZUA-1411_1:c(384..626)	Elongation factor P					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00002	K03282		mscL	large conductance mechanosensitive channel	04VPM@bacNOG,05M2E@bactNOG,0NKRI@firmNOG,COG1970@NOG	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell (By similarity)			SZUA-1411_1:707..1066	Large-conductance mechanosensitive channel	K03282	K03282		K03282	K03282
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00041	K07481		K07481	transposase, IS5 family	05ETH@bactNOG,0BIHY@bproNOG,16SG0@proNOG,COG3039@NOG	transposase, IS4 family protein			SZUA-1411_12:2506..3033	hypothetical protein	K07481	K07481		K07481	K07481
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00042									SZUA-1411_13:195..377	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00043									SZUA-1411_13:444..575	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00044	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	05CGR@bactNOG,0ENZP@cloNOG,0NDEG@firmNOG,COG0172@NOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1411_13:700..1071	Serine--tRNA ligase	K01875	K01875		K01875	K01875
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00045	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	0KRF7@eurNOG,1CEPB@thermNOG,COG0172@NOG,arCOG00403@arNOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1411_13:1144..1755	Serine--tRNA ligase	K01875	K01875		K01875	
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00046	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	05CGR@bactNOG,0B7JM@bproNOG,16PX9@proNOG,COG0172@NOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1411_13:1801..2013	Serine--tRNA ligase	K01875	K01875		K01875	K01875
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00047	K02669		pilT	twitching motility protein PilT	02F0H@aquNOG,05CZX@bactNOG,COG2805@NOG	twitching motility protein			SZUA-1411_13:2375..3439	Twitching mobility protein	K02669	K02669		K02669	K02670
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00048									SZUA-1411_14:298..405	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00049									SZUA-1411_14:467..1384	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00050									SZUA-1411_14:1377..2498	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00051	K02469	[EC:5.99.1.3]	gyrA	DNA gyrase subunit A	05C24@bactNOG,0EP6H@cloNOG,0NDT2@firmNOG,COG0188@NOG	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)			SZUA-1411_15:c(89..2143)	DNA gyrase subunit A	K02469	K02469		K02469	K03164
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00052	K02469	[EC:5.99.1.3]	gyrA	DNA gyrase subunit A	05C24@bactNOG,09A30@bctoNOG,0P84H@flaNOG,COG0188@NOG	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)			SZUA-1411_15:c(2210..2548)	DNA gyrase subunit A	K02469	K02469		K02469	K03164
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00053									SZUA-1411_16:c(198..398)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00054									SZUA-1411_16:552..1529	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00055									SZUA-1411_16:1532..1714	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00056									SZUA-1411_17:345..527	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00057	K00970	[EC:2.7.7.19]	pcnB	poly(A) polymerase	05D4J@bactNOG,0EPBB@cloNOG,0NDTP@firmNOG,COG0617@NOG	polyA polymerase			SZUA-1411_17:564..1688	hypothetical protein	K00970			K00970	K00974
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00058	K02335	[EC:2.7.7.7]	polA	DNA polymerase I	05C2M@bactNOG,0GB53@delNOG,0I2TG@eproNOG,16Q2Q@proNOG,COG0258@NOG,COG0749@NOG	dna polymerase			SZUA-1411_17:c(1750..3093)	DNA polymerase I	K02335	K02335		K02335	K02335
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00059									SZUA-1411_17:3307..3651	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00061	K09952	[EC:3.1.-.-]	csn1, cas9	CRISPR-associated endonuclease Csn1	05E9M@bactNOG,09A9X@bctoNOG,COG3513@NOG	Crispr-associated protein, Csn1 family			SZUA-1411_18:286..4701	CRISPR-associated endonuclease Cas9	K09952	K09952		K09952	K09952
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00062									SZUA-1411_18:4698..4841	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00063	K07491		K07491	putative transposase	083BZ@bactNOG,09GG7@bctoNOG,0PB1W@flaNOG,11XHP@NOG				SZUA-1411_18:4873..5199	hypothetical protein	K07491			K07491	
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00064									SZUA-1411_18:5236..5463	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00065	K15342		cas1	CRISP-associated protein Cas1	05H4T@bactNOG,09AQE@bctoNOG,0P8CU@flaNOG,COG1518@NOG	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. May be involved in the integration of spacer DNA into the CRISPR cassette (By similarity)			SZUA-1411_18:5546..6436	CRISPR-associated endonuclease Cas1	K15342	K15342		K15342	K15342
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00066	K09951		cas2	CRISPR-associated protein Cas2	05WKZ@bactNOG,09F8J@bctoNOG,0PADX@flaNOG,COG3512@NOG	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease (By similarity)			SZUA-1411_18:6451..6792	CRISPR-associated endoribonuclease Cas2	K09951	K09951		K09951	K09951
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00067					064TJ@bactNOG,09IFS@bctoNOG,0PBV3@flaNOG,1243U@NOG				SZUA-1411_19:31..1713	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00068									SZUA-1411_19:1661..2275	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00069					05GW0@bactNOG,09FIE@bctoNOG,11SCA@NOG				SZUA-1411_19:2286..2819	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00070									SZUA-1411_20:c(940..1188)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00071	K01953	[EC:6.3.5.4]	asnB, ASNS	asparagine synthase (glutamine-hydrolysing)	COG0367@NOG	asparagine synthetase			SZUA-1411_20:c(1188..2660)	hypothetical protein	K01953	K01953		K01953	K18582
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00072	K17249	[EC:2.4.1.292]	pglH	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	05CG5@bactNOG,09E8S@bctoNOG,0P9UF@flaNOG,COG0438@NOG	group 1 glycosyl transferase			SZUA-1411_20:c(2723..3805)	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	K17249			K17249	K21586
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00073	K03980		murJ, mviN	putative peptidoglycan lipid II flippase	07SE1@bactNOG,09B7M@bctoNOG,0P8RG@flaNOG,COG0728@NOG	virulence factor MVIN family			SZUA-1411_20:c(3802..5127)	Lipid II flippase MurJ	K03980	K03980		K03980	K21004
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00074	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	05MH8@bactNOG,09G7N@bctoNOG,0PB71@flaNOG,COG0526@NOG	Thioredoxin disulfide isomerase			SZUA-1411_21:337..654	Disulfide bond reductase DsbH	K13996				K13996
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00075	K03734	[EC:2.7.1.180]	apbE	FAD:protein FMN transferase	05CJ2@bactNOG,09ASS@bctoNOG,0P8M4@flaNOG,COG1477@NOG	(Lipo)protein			SZUA-1411_21:651..1625	FAD:protein FMN transferase	K03734	K03734	K03734	K03734	K03734
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00076					06FXR@bactNOG,09J3K@bctoNOG,0PC3I@flaNOG,0XVCT@NOG				SZUA-1411_21:1652..1837	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00077	K16264		czcD, zitB	cobalt-zinc-cadmium efflux system protein	05D04@bactNOG,09B1A@bctoNOG,0P8IG@flaNOG,COG1230@NOG	Cation efflux protein			SZUA-1411_22:24..515	Zinc transporter ZitB	K16264				K16264
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00078	K02477		K02477	two-component system, LytTR family, response regulator	05C9E@bactNOG,099Q2@bctoNOG,0P7FA@flaNOG,COG3279@NOG	two-component system response regulator			SZUA-1411_22:c(687..1442)	Sensory transduction protein LytR	K02477			K02477	K21696
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00079	K02478	[EC:2.7.13.3]	K02478	two-component system, LytTR family, sensor kinase	07TCC@bactNOG,09AHI@bctoNOG,0P87H@flaNOG,COG3275@NOG	Histidine kinase			SZUA-1411_22:c(1446..2768)	Sensor histidine kinase YpdA	K02478			K02478	K07704
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00080									SZUA-1411_22:c(2887..3003)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00081					08RFW@bactNOG,11FZF@NOG	Polysaccharide biosynthesis protein			SZUA-1411_23:241..1512	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00082									SZUA-1411_23:1502..2692	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00083					08RTJ@bactNOG,11FNX@NOG	sugar transferase			SZUA-1411_23:2692..3621	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00084									SZUA-1411_24:c(2..424)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00085									SZUA-1411_24:c(716..1006)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00086									SZUA-1411_24:c(1009..1860)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00087					06BGR@bactNOG,09JFS@bctoNOG,0PDWF@flaNOG,0Y271@NOG				SZUA-1411_24:c(2191..2520)	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00088	K01791	[EC:5.1.3.14]	wecB	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	05EAG@bactNOG,09BC8@bctoNOG,0P7X3@flaNOG,COG0381@NOG	UDP-N-acetylglucosamine 2-epimerase			SZUA-1411_25:25..225	UDP-N-acetylglucosamine 2-epimerase	K01791	K01791		K01791	K18429
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00089	K20946		vpsE	polysaccharide biosynthesis protein VpsE	08KFX@bactNOG,09HJF@bctoNOG,0PEJ1@flaNOG,COG2244@NOG	Polysaccharide biosynthesis protein			SZUA-1411_25:234..1535	hypothetical protein	K20946				K20946
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00090									SZUA-1411_25:1539..2741	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00091					06064@bactNOG,09HYD@bctoNOG,0PESJ@flaNOG,123X0@NOG	O-Antigen ligase			SZUA-1411_25:2741..3955	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00092					07Y9N@bactNOG,0QX45@gproNOG,0ZW7E@NOG,16X90@proNOG	Glycosyl transferases group 1			SZUA-1411_25:3952..4986	N-acetyl-alpha-D-glucosaminyl L-malate synthase					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00093	K00640	[EC:2.3.1.30]	cysE	serine O-acetyltransferase	05J5G@bactNOG,0B8CS@bproNOG,16T0A@proNOG,COG0110@NOG	Transferase hexapeptide repeat containing protein			SZUA-1411_25:5084..5500	Galactoside O-acetyltransferase	K00640			K00640	K21379
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00094					08TVS@bactNOG,11GC3@NOG,17V7W@proNOG	Inherit from bactNOG: Sulfotransferase			SZUA-1411_25:5518..6387	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00095					08X3V@bactNOG,0QXRU@gproNOG,11KVX@NOG,17BQG@proNOG				SZUA-1411_25:6415..7398	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00096	K05946	[EC:2.4.1.187]	tagA, tarA	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	08UHC@bactNOG,09DTZ@bctoNOG,0PBNE@flaNOG,COG1922@NOG	WecB TagA CpsF			SZUA-1411_25:7414..8157	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	K05946	K05946		K05946	K13660
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00097					05X06@bactNOG,09I3C@bctoNOG,0PBTB@flaNOG,1244Y@NOG				SZUA-1411_25:8170..9321	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00098	K01082	[EC:3.1.3.7]	cysQ, MET22, BPNT1	3'(2'), 5'-bisphosphate nucleotidase	07URZ@bactNOG,099TZ@bctoNOG,COG1218@NOG	3'(2'),5'-bisphosphate nucleotidase			SZUA-1411_25:9314..10102	3'(2'),5'-bisphosphate nucleotidase CysQ	K01082	K01082		K01082	K03677
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00099	K00773	[EC:2.4.2.29]	tgt, QTRT1	queuine tRNA-ribosyltransferase	00CKE@actNOG,05C6U@bactNOG,COG0343@NOG	Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). After this exchange, a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine, resulting in the hypermodified nucleoside queuosine (Q) (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity)			SZUA-1411_26:90..575	Queuine tRNA-ribosyltransferase	K00773	K00773		K00773	K18779
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00100	K01159	[EC:3.1.22.4]	ruvC	crossover junction endodeoxyribonuclease RuvC	05NHU@bactNOG,0ESF2@cloNOG,0NI9W@firmNOG,COG0817@NOG	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)			SZUA-1411_26:645..1130	Crossover junction endodeoxyribonuclease RuvC	K01159	K01159		K01159	K01159
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00101									SZUA-1411_26:1333..1692	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00102	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	08R5K@bactNOG,0GDZY@delNOG,0HF14@dproNOG,179PU@proNOG,COG0652@NOG	PPIases accelerate the folding of proteins (By similarity)			SZUA-1411_26:1839..2204	Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase	K01802			K01802	K03768
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00103	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	0KT7Y@eurNOG,1CDBX@theNOG,COG0652@NOG,arCOG04767@arNOG	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD			SZUA-1411_26:2259..2486	Peptidyl-prolyl cis-trans isomerase B	K01802			K01802	
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00104	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	08V1T@bactNOG,0QJZQ@gproNOG,179MF@proNOG,COG0545@NOG	Peptidyl-prolyl cis-trans isomerase			SZUA-1411_26:2486..2821	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	K01802			K01802	K03773
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00105	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	08V1T@bactNOG,0QJZQ@gproNOG,179MF@proNOG,COG0545@NOG	Peptidyl-prolyl cis-trans isomerase			SZUA-1411_26:2840..2965	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	K01802			K01802	K03773
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00106	K03316		TC.CPA1	monovalent cation:H+ antiporter, CPA1 family	05EEQ@bactNOG,0QJV6@gproNOG,16QFF@proNOG,COG0025@NOG	Na H antiporter			SZUA-1411_26:3516..4037	Na(+)/H(+) antiporter NhaG	K03316	K03316		K03316	K03316
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00107									SZUA-1411_26:4080..4241	hypothetical protein					
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00108	K03316		TC.CPA1	monovalent cation:H+ antiporter, CPA1 family	05EEQ@bactNOG,0QJV6@gproNOG,16QFF@proNOG,COG0025@NOG	Na H antiporter			SZUA-1411_26:4362..4871	hypothetical protein	K03316			K03316	K03316
Bacteroidia_bacterium_SZUA-1411|SZUA-1411_00109									SZUA-1411_26:5016..5246	hypothetical protein					
