#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1444|SZUA-1444_00001									SZUA-1444_1:1375..2277	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00002									SZUA-1444_1:2963..3121	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00003									SZUA-1444_1:3181..3312	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00004	K01866	[EC:6.1.1.1]	YARS, tyrS	tyrosyl-tRNA synthetase	0KRT1@eurNOG,1CDXZ@thermNOG,COG0162@NOG,arCOG01886@arNOG	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr) (By similarity)			SZUA-1444_1:3424..4728	Tyrosine--tRNA ligase	K01866	K01866		K01866	
Candidatus_sp_SZUA-1444|SZUA-1444_00018	K04070	[EC:1.97.1.4]	pflX	putative pyruvate formate lyase activating enzyme	0KRND@eurNOG,COG1313@NOG,arCOG00934@arNOG	radical sam domain protein			SZUA-1444_5:978..2063	7-carboxy-7-deazaguanine synthase	K04070	K04070		K04070	
Candidatus_sp_SZUA-1444|SZUA-1444_00019									SZUA-1444_5:c(2487..2660)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00020									SZUA-1444_5:c(2669..2926)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00021									SZUA-1444_5:c(3524..3904)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00022					COG2036@NOG,arCOG02144@arNOG	transcription factor CBF NF-Y histone			SZUA-1444_6:c(839..1066)	DNA-binding protein HMf-1					
Candidatus_sp_SZUA-1444|SZUA-1444_00023	K01265	[EC:3.4.11.18]	map	methionyl aminopeptidase	0FBP8@creNOG,COG0024@NOG,arCOG01001@arNOG	Removes the N-terminal methionine from nascent proteins (By similarity)			SZUA-1444_6:c(1153..1551)	Methionine aminopeptidase	K01265	K01265		K01265	
Candidatus_sp_SZUA-1444|SZUA-1444_00024	K01265	[EC:3.4.11.18]	map	methionyl aminopeptidase	0KRIT@eurNOG,0WQB8@methNOG,COG0024@NOG,arCOG01001@arNOG	Removes the N-terminal methionine from nascent proteins (By similarity)			SZUA-1444_6:c(1666..2040)	Methionine aminopeptidase	K01265	K01265		K01265	
Candidatus_sp_SZUA-1444|SZUA-1444_00025	K03926		cutA	periplasmic divalent cation tolerance protein	0FCX0@creNOG,COG1324@NOG,arCOG04231@arNOG	CutA1 divalent ion tolerance protein			SZUA-1444_6:c(2060..2374)	Divalent-cation tolerance protein CutA	K03926	K03926		K03926	
Candidatus_sp_SZUA-1444|SZUA-1444_00027	K02450		gspA	general secretion pathway protein A	065QU@bactNOG,0QI7R@gproNOG,16TEZ@proNOG,COG3267@NOG	general secretion pathway protein A			SZUA-1444_6:c(2532..3491)	Cell division protein C	K02450			K02450	K12283
Candidatus_sp_SZUA-1444|SZUA-1444_00028									SZUA-1444_6:3591..3881	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00029	K03609		minD	septum site-determining protein MinD	05KVC@bactNOG,0F5TN@cloNOG,0NEIN@firmNOG,COG2197@NOG,COG4963@NOG	response regulator receiver protein			SZUA-1444_6:3884..4564	Iron-sulfur cluster carrier protein	K03609	K03609		K02282	K02282
Candidatus_sp_SZUA-1444|SZUA-1444_00030					COG0628@NOG,arCOG02642@arNOG	Permease			SZUA-1444_6:c(4550..5497)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00031					COG0467@NOG,arCOG01171@arNOG	Circadian clock protein KaiC			SZUA-1444_6:c(5494..6264)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00032					07EF7@bactNOG,09AM5@bctoNOG,0FVMC@cytNOG,0ZVKJ@NOG	Inherit from bctoNOG: domain protein			SZUA-1444_7:c(100..2337)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00033	K02016		ABC.FEV.S	iron complex transport system substrate-binding protein	0KRMT@eurNOG,0ZK2W@NOG,arCOG03309@arNOG	periplasmic binding protein			SZUA-1444_8:779..2023	hypothetical protein	K02016	K02016		K02016	
Candidatus_sp_SZUA-1444|SZUA-1444_00034	K02015		ABC.FEV.P	iron complex transport system permease protein	0KRBT@eurNOG,0WQNN@methNOG,COG0609@NOG,arCOG01007@arNOG	transport system permease			SZUA-1444_8:2172..3107	Cobalamin import system permease protein BtuC	K02015	K02015	K02015	K02015	
Candidatus_sp_SZUA-1444|SZUA-1444_00035	K02013	[EC:3.6.3.34]	ABC.FEV.A	iron complex transport system ATP-binding protein	0KRRC@eurNOG,0WQUD@methNOG,COG1120@NOG,arCOG00198@arNOG	ABC transporter related protein			SZUA-1444_8:3111..3878	Cobalamin import ATP-binding protein BtuD	K02013	K02013		K02013	
Candidatus_sp_SZUA-1444|SZUA-1444_00036									SZUA-1444_9:1074..1451	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00037									SZUA-1444_9:1429..2118	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00038									SZUA-1444_9:2118..2540	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00039	K01905	[EC:6.2.1.13]	acdA	acetate---CoA ligase (ADP-forming) subunit alpha	0FAWU@creNOG,COG1042@NOG,arCOG01340@arNOG	CoA-binding domain protein			SZUA-1444_9:2833..3708	Acetate--CoA ligase [ADP-forming] I	K01905			K01905	
Candidatus_sp_SZUA-1444|SZUA-1444_00040									SZUA-1444_10:c(682..885)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00042	K15635	[EC:5.4.2.12]	apgM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0FB5X@creNOG,COG3635@NOG,arCOG01696@arNOG	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)			SZUA-1444_10:1135..2394	2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1	K15635	K15635		K15635	
Candidatus_sp_SZUA-1444|SZUA-1444_00043					02STB@arNOG,0YW1Q@NOG				SZUA-1444_11:c(2202..2462)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00044									SZUA-1444_12:50..178	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00045	K06942		ychF	ribosome-binding ATPase	COG0012@NOG,arCOG00357@arNOG	Translation-associated GTPase			SZUA-1444_12:c(192..1382)	Ribosome-binding ATPase YchF	K06942	K06942		K06942	
Candidatus_sp_SZUA-1444|SZUA-1444_00046	K04796		RUXX	small nuclear ribonucleoprotein	0KUEC@eurNOG,0WS5B@metNOG,COG1958@NOG,arCOG00998@arNOG	snRNP Sm-like protein			SZUA-1444_12:c(1542..1760)	Putative snRNP Sm-like protein	K04796	K04796		K04796	
Candidatus_sp_SZUA-1444|SZUA-1444_00047	K02995		RP-S8e, RPS8	small subunit ribosomal protein S8e	COG2007@NOG,arCOG04154@arNOG	30S ribosomal protein S8e			SZUA-1444_12:c(1896..2300)	30S ribosomal protein S8e	K02995	K02995		K02995	
Candidatus_sp_SZUA-1444|SZUA-1444_00049									SZUA-1444_13:c(896..1180)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00050									SZUA-1444_13:c(1177..1689)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00051									SZUA-1444_13:c(1686..2063)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00052	K01880	[EC:6.1.1.14]	GARS, glyS1	glycyl-tRNA synthetase	COG0423@NOG,arCOG00405@arNOG	glycyl-tRNA synthetase			SZUA-1444_13:c(2301..3350)	Proline--tRNA ligase	K01880	K01880		K01880	
Candidatus_sp_SZUA-1444|SZUA-1444_00053	K02974		RP-S24e, RPS24	small subunit ribosomal protein S24e	COG2004@NOG,arCOG04182@arNOG	30S ribosomal protein S24e			SZUA-1444_14:1705..1989	30S ribosomal protein S24e	K02974			K02974	
Candidatus_sp_SZUA-1444|SZUA-1444_00054	K02977		RP-S27Ae, RPS27A	small subunit ribosomal protein S27Ae	0KV5T@eurNOG,COG1998@NOG,arCOG04183@arNOG	30S ribosomal protein S27Ae			SZUA-1444_14:2036..2251	30S ribosomal protein S27ae	K02977	K02977		K02977	
Candidatus_sp_SZUA-1444|SZUA-1444_00055									SZUA-1444_14:2244..2573	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00056									SZUA-1444_14:c(2559..3011)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00057									SZUA-1444_14:c(3307..3495)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00058									SZUA-1444_15:c(2566..2979)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00059	K01611	[EC:4.1.1.50]	speD, AMD1	S-adenosylmethionine decarboxylase	0FCAT@creNOG,COG1586@NOG,arCOG00279@arNOG	Specifically catalyzes the decarboxylation of L-arginine to agmatine. Has no S-adenosylmethionine decarboxylase (AdoMetDC) activity (By similarity)			SZUA-1444_16:c(95..457)	Arginine decarboxylase proenzyme	K01611	K01611		K01611	
Candidatus_sp_SZUA-1444|SZUA-1444_00060	K01809	[EC:5.3.1.8]	manA, MPI	mannose-6-phosphate isomerase	02I2P@arcNOG,0KX4S@eurNOG,COG1482@NOG,arCOG10219@arNOG	Phosphomannose isomerase type I			SZUA-1444_16:c(481..1299)	hypothetical protein	K01809	K01809		K01809	
Candidatus_sp_SZUA-1444|SZUA-1444_00064									SZUA-1444_17:324..467	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00065					064X4@bactNOG,0GNS1@delNOG,0I5MS@eproNOG,129SB@NOG,184IX@proNOG	Mobilization protein			SZUA-1444_17:476..1990	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00066									SZUA-1444_17:1968..2222	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00067	K01869	[EC:6.1.1.4]	LARS, leuS	leucyl-tRNA synthetase	0FAWK@creNOG,COG0495@NOG,arCOG00809@arNOG	Leucyl-tRNA synthetase			SZUA-1444_18:c(904..2904)	Leucine--tRNA ligase	K01869	K01869		K01869	
Candidatus_sp_SZUA-1444|SZUA-1444_00068					0KWBR@eurNOG,0WQQ7@methNOG,0XV0G@NOG,arCOG01917@arNOG	Inherit from COG: nucleic acid binding			SZUA-1444_19:c(934..1509)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00069					0KXZ7@eurNOG,0WR5Q@methNOG,0Z58P@NOG,arCOG06574@arNOG				SZUA-1444_19:c(1576..2049)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00070	K06940		K06940	uncharacterized protein	0KW30@eurNOG,0WPZ0@methNOG,COG0727@NOG,arCOG05059@arNOG	Pfam:UPF0153			SZUA-1444_19:c(2134..2394)	hypothetical protein	K06940			K06940	
Candidatus_sp_SZUA-1444|SZUA-1444_00071									SZUA-1444_20:233..1891	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00072									SZUA-1444_20:1893..2678	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00073									SZUA-1444_20:2641..3669	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00074									SZUA-1444_21:c(8..166)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00075	K02867		RP-L11, MRPL11, rplK	large subunit ribosomal protein L11	0KSTA@eurNOG,COG0080@NOG,arCOG04372@arNOG	This protein binds directly to 23S ribosomal RNA (By similarity)			SZUA-1444_21:c(178..675)	50S ribosomal protein L11	K02867	K02867		K02867	
Candidatus_sp_SZUA-1444|SZUA-1444_00076									SZUA-1444_21:718..888	Protein translocase subunit SecE					
Candidatus_sp_SZUA-1444|SZUA-1444_00077	K02601		nusG	transcriptional antiterminator NusG	0KTVZ@eurNOG,1CE7S@thermNOG,COG0250@NOG,arCOG01920@arNOG	Transcription antitermination protein NusG			SZUA-1444_21:891..1337	Transcription elongation factor Spt5	K02601	K02601		K02601	
Candidatus_sp_SZUA-1444|SZUA-1444_00078	K03531		ftsZ	cell division protein FtsZ	COG0206@NOG,arCOG02201@arNOG	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)			SZUA-1444_21:c(1365..2438)	Cell division protein FtsZ 1	K03531	K03531		K03531	
Candidatus_sp_SZUA-1444|SZUA-1444_00079	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	0KRKD@eurNOG,1CE7K@thermNOG,COG1047@NOG,arCOG00980@arNOG	peptidyl-prolyl cis-trans isomerase			SZUA-1444_21:2529..3098	Putative FKBP-type peptidyl-prolyl cis-trans isomerase	K01802			K01802	
Candidatus_sp_SZUA-1444|SZUA-1444_00080					COG1873@NOG,arCOG02155@arNOG	PRC-barrel domain protein			SZUA-1444_21:c(3677..3931)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00081	K04483		radA	DNA repair protein RadA	COG0468@NOG,arCOG00415@arNOG	Involved in DNA repair and in homologous recombination. Binds and assemble on single-stranded DNA to form a nucleoprotein filament. Hydrolyzes ATP in a ssDNA-dependent manner and promotes DNA strand exchange between homologous DNA molecules (By similarity)			SZUA-1444_21:c(4017..4991)	DNA repair and recombination protein RadA	K04483	K04483	K10872	K04483	
Candidatus_sp_SZUA-1444|SZUA-1444_00082	K07466		RFA1, RPA1, rpa	replication factor A1	02H0Q@arcNOG,0KS3N@eurNOG,COG1599@NOG,arCOG01510@arNOG	nucleic acid binding OB-fold tRNA helicase-type			SZUA-1444_22:34..708	Single-stranded DNA binding protein Ssb	K07466	K07466		K07466	
Candidatus_sp_SZUA-1444|SZUA-1444_00083	K09746		K09746	uncharacterized protein	02HMM@arcNOG,0KT4A@eurNOG,COG3390@NOG,arCOG02257@arNOG	Inherit from COG: nucleic acid binding OB-fold tRNA helicase-type			SZUA-1444_22:705..1409	hypothetical protein	K09746	K09746	K09746	K09746	
Candidatus_sp_SZUA-1444|SZUA-1444_00084					02I15@arcNOG,0KV58@eurNOG,COG2411@NOG,arCOG00398@arNOG	ASCH			SZUA-1444_22:c(1654..1977)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00085	K06957	[EC:2.3.1.193]	tmcA	tRNA(Met) cytidine acetyltransferase	0KS6Z@eurNOG,COG1444@NOG,arCOG01951@arNOG	Catalyzes the formation of N(4)-acetylcytidine (ac(4)C) at the wobble position of tRNA(Met), by using acetyl-CoA as an acetyl donor and ATP (or GTP) (By similarity)			SZUA-1444_22:c(1964..2341)	tRNA(Met) cytidine acetyltransferase TmcA	K06957			K06957	
Candidatus_sp_SZUA-1444|SZUA-1444_00086	K01890	[EC:6.1.1.20]	FARSB, pheT	phenylalanyl-tRNA synthetase beta chain	0KRKR@eurNOG,COG0072@NOG,arCOG00412@arNOG	Phenylalanyl-tRNA synthetase subunit beta (EC 6.1.1.20)			SZUA-1444_23:c(909..2558)	Phenylalanine--tRNA ligase beta subunit	K01890	K01890		K01890	
Candidatus_sp_SZUA-1444|SZUA-1444_00087									SZUA-1444_23:c(2601..2858)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00088	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	0FAZ0@creNOG,COG0172@NOG,arCOG00403@arNOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1444_23:3030..4616	Serine--tRNA ligase	K01875	K01875		K01875	
Candidatus_sp_SZUA-1444|SZUA-1444_00089	K01409	[EC:2.3.1.234]	KAE1, tsaD, QRI7	N6-L-threonylcarbamoyladenine synthase	0KRCF@eurNOG,COG0533@NOG,COG3642@NOG,arCOG01183@arNOG,arCOG01185@arNOG	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)			SZUA-1444_23:c(5362..5640)	putative bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein	K01409	K01409		K01409	
Candidatus_sp_SZUA-1444|SZUA-1444_00090	K02322	[EC:2.7.7.7]	polC	DNA polymerase II large subunit	0KRHY@eurNOG,COG1933@NOG,arCOG03145@arNOG,arCOG04447@arNOG	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase (By similarity)			SZUA-1444_24:20..1111	DNA polymerase II large subunit	K02322	K02322		K02322	
Candidatus_sp_SZUA-1444|SZUA-1444_00091	K20215	[EC:2.1.1.98]	dph5	diphthine synthase	0KRRU@eurNOG,0WQMG@methNOG,COG1798@NOG,arCOG04161@arNOG	S-adenosyl-L-methionine-dependent methyltransferase that catalyzes the trimethylation of the amino group of the modified target histidine residue in translation elongation factor 2 (EF- 2), to form an intermediate called diphthine. The three successive methylation reactions represent the second step of diphthamide biosynthesis (By similarity)			SZUA-1444_24:1114..1872	Diphthine synthase	K20215	K20215		K00586	
Candidatus_sp_SZUA-1444|SZUA-1444_00092	K03151	[EC:2.8.1.4]	thiI	tRNA uracil 4-sulfurtransferase	0FB4R@creNOG,COG0301@NOG,COG0607@NOG,arCOG00038@arNOG,arCOG02021@arNOG	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS (By similarity)			SZUA-1444_24:c(1912..3378)	tRNA sulfurtransferase	K03151	K03151		K03151	
Candidatus_sp_SZUA-1444|SZUA-1444_00093					05S5W@bactNOG,0F3IY@cloNOG,0P16S@firmNOG,COG2247@NOG	Cell wall binding repeat 2-containing protein			SZUA-1444_24:3416..5032	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00094	K00564	[EC:2.1.1.172]	rsmC	16S rRNA (guanine1207-N2)-methyltransferase	0FCBI@creNOG,COG2813@NOG,arCOG00110@arNOG	Methyltransferase			SZUA-1444_24:c(5052..5651)	putative S-adenosylmethionine-dependent methyltransferase	K00564			K00564	
Candidatus_sp_SZUA-1444|SZUA-1444_00095									SZUA-1444_25:c(462..1670)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00096	K01873	[EC:6.1.1.9]	VARS, valS	valyl-tRNA synthetase	0KRSI@eurNOG,COG0525@NOG,arCOG00808@arNOG	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)			SZUA-1444_25:1709..3985	Isoleucine--tRNA ligase	K01873	K01873		K01873	
Candidatus_sp_SZUA-1444|SZUA-1444_00097	K19115		csh2	CRISPR-associated protein Csh2	05DWJ@bactNOG,1CFVI@therNOG,COG3649@NOG	crispr-associated protein, Csh2 family			SZUA-1444_26:c(424..1380)	CRISPR-associated protein Cas7	K19115	K19115		K19115	K19118
Candidatus_sp_SZUA-1444|SZUA-1444_00098	K07464	[EC:3.1.12.1]	cas4	CRISPR-associated exonuclease Cas4	COG1468@NOG,arCOG00794@arNOG	CRISPR-associated protein Cas4			SZUA-1444_26:c(1413..1934)	hypothetical protein	K07464	K07464		K07464	
Candidatus_sp_SZUA-1444|SZUA-1444_00099									SZUA-1444_26:2346..2612	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00100	K03242		EIF2S3	translation initiation factor 2 subunit 3	COG5257@NOG,arCOG01563@arNOG	eIF-2 functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA (By similarity)			SZUA-1444_26:2837..4033	Translation initiation factor 2 subunit gamma	K03242	K03242		K03242	
Candidatus_sp_SZUA-1444|SZUA-1444_00101	K15201		GTP3C3, TFC4	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)					SZUA-1444_26:4017..4430	hypothetical protein	K15201	K15201			
Candidatus_sp_SZUA-1444|SZUA-1444_00102	K06944		K06944	uncharacterized protein	0FB0W@creNOG,COG1163@NOG,arCOG00358@arNOG	TGS domain-containing protein			SZUA-1444_26:4433..5275	GTPase Obg	K06944	K06944		K06944	
Candidatus_sp_SZUA-1444|SZUA-1444_00103					0FCVX@creNOG,COG1522@NOG,arCOG01117@arNOG	asnC family transcriptional regulator			SZUA-1444_26:c(5272..5508)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00104	K07558	[EC:2.7.7.72]	K07558, cca	tRNA nucleotidyltransferase (CCA-adding enzyme)	COG1746@NOG,arCOG04249@arNOG	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate (By similarity)			SZUA-1444_26:c(5598..6890)	CCA-adding enzyme	K07558	K07558		K07558	
Candidatus_sp_SZUA-1444|SZUA-1444_00105	K01507	[EC:3.6.1.1]	ppa	inorganic pyrophosphatase	0FBTP@creNOG,COG0221@NOG,arCOG01711@arNOG	pyrophosphate phosphohydrolase			SZUA-1444_26:c(6970..7251)	Inorganic pyrophosphatase	K01507	K01507		K01507	
Candidatus_sp_SZUA-1444|SZUA-1444_00106	K03547		sbcD, mre11	DNA repair protein SbcD/Mre11	02FEI@aquNOG,07TPF@bactNOG,COG0420@NOG	Metallophosphoesterase			SZUA-1444_27:c(2085..3218)	DNA double-strand break repair protein Mre11	K03547	K03547		K03547	K10865
Candidatus_sp_SZUA-1444|SZUA-1444_00107	K07581		K07581	RNA-binding protein	COG1325@NOG,arCOG01042@arNOG	exosome subunit			SZUA-1444_27:c(3215..3673)	hypothetical protein	K07581			K07581	
Candidatus_sp_SZUA-1444|SZUA-1444_00108									SZUA-1444_27:3709..4137	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00109									SZUA-1444_27:4152..4853	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00110									SZUA-1444_27:c(4861..5031)	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00111	K02230	[EC:6.6.1.2]	cobN	cobaltochelatase CobN	0KR9F@eurNOG,COG1429@NOG,arCOG03022@arNOG	Cobaltochelatase			SZUA-1444_28:55..2961	hypothetical protein	K02230	K02230	K02230		
Candidatus_sp_SZUA-1444|SZUA-1444_00112									SZUA-1444_29:15..968	hypothetical protein					
Candidatus_sp_SZUA-1444|SZUA-1444_00113	K21621	[EC:2.7.1.101]	fk	tagatose kinase	05EHD@bactNOG,099QD@bctoNOG,0FVJF@cytNOG,COG0524@NOG	pfkb domain-containing protein			SZUA-1444_29:983..1828	Nucleoside kinase	K21621				K21621
Candidatus_sp_SZUA-1444|SZUA-1444_00114	K17081		PHB2	prohibitin 2	07QN5@bactNOG,0G52C@defNOG,COG0330@NOG	SPFH domain / Band 7 family			SZUA-1444_29:1948..2775	Stomatin	K17081				K17081
