#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00001									SZUA-1440_1:10..606	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00002	K02768	[EC:2.7.1.202]	PTS-Fru-EIIA, fruB	PTS system, fructose-specific IIA component	05BZ3@bactNOG,0FKR4@cyaNOG,COG1080@NOG,COG3412@NOG	phosphoenolpyruvate-protein phosphotransferase			SZUA-1440_1:c(632..1948)	Phosphoenolpyruvate-protein phosphotransferase	K02768			K02768	
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00024	K02959		RP-S16, MRPS16, rpsP	small subunit ribosomal protein S16	05K5M@bactNOG,0D32Z@chloNOG,COG0228@NOG	30S ribosomal protein S16			SZUA-1440_10:1102..1653	30S ribosomal protein S16	K02959	K02959		K02959	K02959
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00025	K06960		K06960	uncharacterized protein	05VB6@bactNOG,0EVAZ@cloNOG,0NNG4@firmNOG,COG1837@NOG	UPF0109 protein			SZUA-1440_10:1667..1909	hypothetical protein	K06960	K06960		K06960	K06960
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00026					05CNA@bactNOG,0EPVN@cloNOG,0NDTW@firmNOG,COG3209@NOG	RHS repeat-associated core domain protein			SZUA-1440_11:8..1054	tRNA(Glu)-specific nuclease WapA					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00027									SZUA-1440_11:1056..1649	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00028	K15782		doeX	Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes	05VXZ@bactNOG,0GHWF@delNOG,0HHV8@dproNOG,16X0H@proNOG,COG1522@NOG	transcriptional regulator AsnC family			SZUA-1440_12:c(384..746)	hypothetical protein	K15782				K15782
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00029									SZUA-1440_12:844..1518	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00030									SZUA-1440_13:c(728..940)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00031					0XUG5@NOG	allergen V5 Tpx-1 family protein			SZUA-1440_13:1576..1920	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00032	K00645	[EC:2.3.1.39]	fabD	[acyl-carrier-protein] S-malonyltransferase	05CJF@bactNOG,0D21M@chloNOG,COG0331@NOG	malonyl CoA-acyl carrier protein transacylase			SZUA-1440_14:269..1183	Malonyl CoA-acyl carrier protein transacylase	K00645	K00645		K00645	K21381
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00033	K02851	[EC:2.7.8.33][EC:2.7.8.35]	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase	05ESV@bactNOG,0D3MZ@chloNOG,0D6WQ@chlorNOG,COG0472@NOG	Glycosyl transferase family 4			SZUA-1440_15:72..1082	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	K02851	K02851		K02851	K13685
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00034	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	08R5K@bactNOG,0D2JI@chloNOG,0D856@chlorNOG,COG0652@NOG	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)			SZUA-1440_15:1156..1569	hypothetical protein	K01802			K01802	K03768
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00035	K02056	[EC:3.6.3.17]	ABC.SS.A	simple sugar transport system ATP-binding protein	08JQ9@bactNOG,COG3845@NOG	ABC transporter			SZUA-1440_16:13..1392	Ribose import ATP-binding protein RbsA	K02056	K02056		K02056	K02056
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00036	K02057		ABC.SS.P	simple sugar transport system permease protein	05UIB@bactNOG,COG4603@NOG	(ABC) transporter			SZUA-1440_16:1389..2477	Galactoside transport system permease protein MglC	K02057	K02057		K02057	
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00037	K02057		ABC.SS.P	simple sugar transport system permease protein	05DYV@bactNOG,COG1079@NOG	ABC transporter			SZUA-1440_16:2534..3514	hypothetical protein	K02057	K02057	K02057	K02057	K02057
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00038									SZUA-1440_17:92..505	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00039	K08679	[EC:5.1.3.6]	E5.1.3.6	UDP-glucuronate 4-epimerase	08IAJ@bactNOG,COG0451@NOG	Nad-dependent epimerase dehydratase			SZUA-1440_17:c(643..1599)	UDP-glucose 4-epimerase	K08679	K08679		K01784	K22025
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00040	K07462	[EC:3.1.-.-]	recJ	single-stranded-DNA-specific exonuclease	05C2R@bactNOG,0D1JD@chloNOG,COG0608@NOG	single-stranded-DNA-specific exonuclease RecJ			SZUA-1440_17:c(1643..2545)	Single-stranded-DNA-specific exonuclease RecJ	K07462	K07462		K07462	K07462
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00041	K01805	[EC:5.3.1.5]	xylA	xylose isomerase	05C93@bactNOG,0D1VC@chloNOG,COG2115@NOG	xylose isomerase			SZUA-1440_18:c(935..2095)	Xylose isomerase	K01805	K01805		K01805	K01805
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00042					05M5J@bactNOG,155GM@plaNOG,COG1917@NOG	Cupin 2 conserved barrel domain protein			SZUA-1440_19:125..448	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00043	K06442	[EC:2.1.1.226][EC:2.1.1.227]	tlyA	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase	05DX0@bactNOG,0D1MQ@chloNOG,COG1189@NOG	hemolysin A			SZUA-1440_19:510..1295	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	K06442	K06442	K06442	K06442	K06442
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00044	K13924	[EC:2.1.1.80][EC:3.1.1.61]	cheBR	two-component system, chemotaxis family, CheB/CheR fusion protein	0068C@aciNOG,05BZU@bactNOG,COG0642@NOG,COG1352@NOG,COG2201@NOG	Signal transduction histidine kinase			SZUA-1440_19:c(1289..2095)	Sensor kinase CckA	K13924			K13924	K13924
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00045					08U29@bactNOG,COG0457@NOG,COG4995@NOG	tetratricopeptide tpr_2 repeat protein			SZUA-1440_19:c(2334..3542)	Photosystem I assembly protein Ycf3					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00046	K16247		gutR	LuxR family transcriptional regulator, glucitol operon activator	05PGZ@bactNOG,COG0457@NOG	NB-ARC domain			SZUA-1440_19:c(3542..4966)	hypothetical protein	K16247			K16247	K20543
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00047	K07112		K07112	uncharacterized protein	05FNA@bactNOG,09F9G@bctoNOG,1AGI5@sphNOG,COG2391@NOG	Pfam:DUF395			SZUA-1440_20:c(87..545)	hypothetical protein	K07112	K07112		K07112	K07112
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00048	K07112		K07112	uncharacterized protein	07V5V@bactNOG,09CVU@bctoNOG,0FWRH@cytNOG,COG2391@NOG	Pfam:DUF395			SZUA-1440_20:c(557..1048)	hypothetical protein	K07112	K07112		K07112	K07112
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00049	K01069	[EC:3.1.2.6]	gloB, HAGH	hydroxyacylglutathione hydrolase	07R9Q@bactNOG,0D3UY@chloNOG,COG0491@NOG,COG0607@NOG	Beta-lactamase domain-containing protein			SZUA-1440_20:c(1237..2070)	Sulfurtransferase	K01069			K01069	K21147
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00050	K01069	[EC:3.1.2.6]	gloB, HAGH	hydroxyacylglutathione hydrolase	07R9Q@bactNOG,0D3UY@chloNOG,COG0491@NOG,COG0607@NOG	Beta-lactamase domain-containing protein			SZUA-1440_20:c(2104..2664)	putative metallo-hydrolase	K01069			K01069	K21147
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00051	K17218	[EC:1.8.5.4]	sqr	sulfide:quinone oxidoreductase	05EBP@bactNOG,COG0446@NOG	faD-dependent pyridine nucleotide-disulfide oxidoreductase			SZUA-1440_20:c(2735..3931)	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	K17218	K17218	K22470	K17218	K21833
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00052									SZUA-1440_21:307..1200	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00053					06B3Y@bactNOG,0D2U9@chloNOG,0D6KA@chlorNOG,0XV6G@NOG	cyclic nucleotide-binding protein			SZUA-1440_21:1289..1798	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00054	K03742	[EC:3.5.1.42]	pncC	nicotinamide-nucleotide amidase	05CEV@bactNOG,0EP6V@cloNOG,0NDMC@firmNOG,COG1058@NOG,COG1546@NOG	competence-damage inducible protein			SZUA-1440_21:1829..2941	Putative competence-damage inducible protein	K03742	K03742		K03742	K03743
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00055	K21586	[EC:2.4.1.343]	wclR	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase	07YY8@bactNOG,COG0438@NOG	Glycosyl transferases group 1			SZUA-1440_21:3036..4340	Alpha-monoglucosyldiacylglycerol synthase	K21586				K21586
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00056	K07460		yraN	putative endonuclease	05VFF@bactNOG,0D30H@chloNOG,0D8HE@chlorNOG,COG0792@NOG	UPF0102 protein			SZUA-1440_21:4333..4701	hypothetical protein	K07460	K07460		K07460	K07460
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00057									SZUA-1440_22:924..1787	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00058									SZUA-1440_22:2010..2342	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00059									SZUA-1440_22:2373..2612	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00060									SZUA-1440_22:c(3350..3838)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00061					05BZU@bactNOG,0D1IB@chloNOG,0D7VS@chlorNOG,0XNMH@NOG	multi-sensor signal transduction histidine kinase			SZUA-1440_23:c(71..2449)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00062									SZUA-1440_24:17..400	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00063	K03924	[EC:3.6.3.-]	moxR	MoxR-like ATPase	05C7R@bactNOG,0D1WT@chloNOG,COG0714@NOG	ATPase associated with various cellular activities, AAA_3			SZUA-1440_24:c(443..1378)	Holliday junction ATP-dependent DNA helicase RuvB	K03924	K03924	K03924	K03924	K09882
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00064									SZUA-1440_24:c(1467..1616)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00065					05SCT@bactNOG,0D4MT@chloNOG,0D8A0@chlorNOG,11WPW@NOG				SZUA-1440_25:46..1101	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00066					08HMD@bactNOG,0ZVRW@NOG	WD domain, G-beta repeat			SZUA-1440_25:1300..2157	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00067					06GBK@bactNOG,0Y84V@NOG,17KQN@proNOG				SZUA-1440_26:248..463	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00068					05YBD@bactNOG,0F1W6@cloNOG,0NX8Z@firmNOG,121PH@NOG				SZUA-1440_26:c(484..1179)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00069	K03205		virD4, lvhD4	type IV secretion system protein VirD4	01RDN@aproNOG,05E80@bactNOG,16RBA@proNOG,COG3505@NOG	Conjugal transfer coupling protein TraG			SZUA-1440_26:c(1196..2134)	Conjugal transfer protein TraG	K03205			K03205	K12090
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00070					08WZ1@bactNOG,0D1NE@chloNOG,0D645@chlorNOG,COG5479@NOG	N-acetylmuramoyl-L-alanine amidase, family 2			SZUA-1440_27:37..1401	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00071					08IHV@bactNOG,11H23@NOG	FAD binding domain			SZUA-1440_27:1482..2663	Menaquinone reductase					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00072									SZUA-1440_27:c(2709..3287)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00073	K09971		aapM, bztC	general L-amino acid transport system permease protein	05DRP@bactNOG,COG0765@NOG	amino acid AbC transporter			SZUA-1440_28:c(11..1690)	Inner membrane amino-acid ABC transporter permease protein YhdY	K09971	K09971		K02029	K17077
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00074	K09970		aapQ, bztB	general L-amino acid transport system permease protein	05EZ7@bactNOG,COG4597@NOG	amino acid ABC transporter			SZUA-1440_28:c(1693..2679)	putative glutamine ABC transporter permease protein GlnP	K09970	K09970		K09970	K09970
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00075									SZUA-1440_29:13..480	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00076									SZUA-1440_29:481..885	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00077									SZUA-1440_29:c(1137..1556)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00078	K02897		RP-L25, rplY	large subunit ribosomal protein L25	07TVT@bactNOG,0D366@chloNOG,0D6KZ@chlorNOG,COG1825@NOG	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance (By similarity)			SZUA-1440_29:1807..2463	50S ribosomal protein L25	K02897	K02897		K02897	K02897
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00079									SZUA-1440_29:c(3309..3536)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00080									SZUA-1440_30:c(839..1960)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00081	K01869	[EC:6.1.1.4]	LARS, leuS	leucyl-tRNA synthetase	00BF9@actNOG,05C8T@bactNOG,COG0495@NOG	Leucyl-tRNA synthetase			SZUA-1440_31:50..1513	Leucine--tRNA ligase	K01869	K01869		K01869	K01869
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00082	K04773	[EC:3.4.21.-]	sppA	protease IV	05D07@bactNOG,COG0616@NOG	Signal peptide peptidase, SppA			SZUA-1440_32:156..1550	Protease 4	K04773	K04773		K04773	K04774
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00083									SZUA-1440_32:c(1640..2482)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00084									SZUA-1440_33:c(262..516)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00085	K10681	[EC:2.7.13.3]	saeS	two-component system, OmpR family, sensor histidine kinase SaeS	05EB3@bactNOG,0D4PH@chloNOG,COG0642@NOG	integral membrane sensor signal transduction histidine kinase			SZUA-1440_33:c(580..1698)	Signal transduction histidine-protein kinase BaeS	K10681		K10681	K10681	K20975
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00086	K01438	[EC:3.5.1.16]	argE	acetylornithine deacetylase	05C9Y@bactNOG,0GBFI@delNOG,0HG0K@dproNOG,16Q9U@proNOG,COG0624@NOG	peptidase			SZUA-1440_34:31..1086	Acetylornithine deacetylase	K01438			K01438	K20895
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00087					05CD6@bactNOG,0D4AQ@chloNOG,0D7VA@chlorNOG,0XNWK@NOG	Protein of unknown function (DUF3179)			SZUA-1440_34:c(1161..2483)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00088					05F5M@bactNOG,0D48D@chloNOG,0D7SN@chlorNOG,0XRYF@NOG	Major facilitator superfamily MFS_1			SZUA-1440_34:c(2586..3449)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00089									SZUA-1440_35:565..849	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00090	K07130	[EC:3.5.1.9]	kynB	arylformamidase	06IPI@bactNOG,0FN80@cyaNOG,COG1878@NOG	Putative cyclase			SZUA-1440_35:872..1540	Kynurenine formamidase	K07130	K07130	K07130	K07130	K07130
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00091									SZUA-1440_36:824..1093	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00092									SZUA-1440_36:1154..1414	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00093									SZUA-1440_37:84..1289	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00094	K08963	[EC:5.3.1.23]	mtnA	methylthioribose-1-phosphate isomerase	05C35@bactNOG,0D1EC@chloNOG,COG0182@NOG	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity)			SZUA-1440_38:30..1079	Methylthioribose-1-phosphate isomerase	K08963	K08963		K08963	K03239
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00095	K00978	[EC:2.7.7.33]	rfbF	glucose-1-phosphate cytidylyltransferase	01R73@aproNOG,05EJZ@bactNOG,16RQ8@proNOG,COG1208@NOG	Glucose-1-phosphate cytidylyltransferase			SZUA-1440_38:1163..1960	Glucose-1-phosphate cytidylyltransferase	K00978	K00978		K00978	K21210
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00096					05N50@bactNOG,0XT2K@NOG				SZUA-1440_39:c(267..1259)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00097	K06223	[EC:2.1.1.72]	dam	DNA adenine methylase	07SHU@bactNOG,0FNK6@cyaNOG,COG0338@NOG	Methyltransferase			SZUA-1440_39:c(1343..2257)	Modification methylase DpnIIA	K06223	K06223		K06223	K06223
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00098	K09473	[EC:3.5.1.94]	puuD	gamma-glutamyl-gamma-aminobutyrate hydrolase	0IIJN@euNOG,147YK@opiNOG,COG2071@NOG	Inherit from euNOG: glutamine			SZUA-1440_40:1203..1859	hypothetical protein	K09473				K09473
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00099									SZUA-1440_40:c(2021..3247)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00100	K03703		uvrC	excinuclease ABC subunit C	05CII@bactNOG,0D1F6@chloNOG,COG0322@NOG	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision (By similarity)			SZUA-1440_40:c(3287..4213)	UvrABC system protein C	K03703	K03703		K03703	K05984
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00101	K02884		RP-L19, MRPL19, rplS	large subunit ribosomal protein L19	08YY1@bactNOG,0D2N7@chloNOG,COG0335@NOG	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)			SZUA-1440_41:c(57..413)	50S ribosomal protein L19	K02884	K02884		K02884	K02884
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00102	K01555	[EC:3.7.1.2]	FAH, fahA	fumarylacetoacetase	0A16K@biNOG,0DNU8@chorNOG,0US5V@maNOG,0VC2F@meNOG,12NEZ@opiNOG,1918Q@roNOG,1AZI1@spriNOG,1CXRJ@veNOG,COG0179@NOG,KOG2843@euNOG	fumarylacetoacetate hydrolase			SZUA-1440_41:c(550..1827)	hypothetical protein	K01555	K01555	K01555	K01555	
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00103									SZUA-1440_41:c(1900..2103)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00104	K01881	[EC:6.1.1.15]	PARS, proS	prolyl-tRNA synthetase	0031Y@aciNOG,07QP0@bactNOG,COG0442@NOG	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)			SZUA-1440_41:2329..3771	Proline--tRNA ligase	K01881	K01881	K01881	K01881	K01881
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00105	K01658	[EC:4.1.3.27]	trpG	anthranilate synthase component II	07R6E@bactNOG,0D26N@chloNOG,COG0512@NOG	Glutamine amidotransferase of anthranilate synthase			SZUA-1440_42:109..669	Aminodeoxychorismate/anthranilate synthase component 2	K01658	K01658	K01658	K01658	K21175
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00106									SZUA-1440_42:c(898..1590)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00107									SZUA-1440_42:c(2041..2250)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1440|SZUA-1440_00108									SZUA-1440_43:c(211..567)	hypothetical protein					
