#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_sp_SZUA-1459|SZUA-1459_00023									SZUA-1459_10:c(2360..2992)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00024	K09116		K09116	uncharacterized protein	02FKP@aquNOG,090IC@bactNOG,COG1578@NOG	Protein of unknown function DUF89			SZUA-1459_10:3035..3910	hypothetical protein	K09116	K09116		K09116	K09116
Aquifex_sp_SZUA-1459|SZUA-1459_00025	K06041	[EC:5.3.1.13]	kdsD, kpsF	arabinose-5-phosphate isomerase	02EKA@aquNOG,05C2X@bactNOG,COG0517@NOG,COG0794@NOG	KpsF GutQ family protein			SZUA-1459_10:3943..4905	Arabinose 5-phosphate isomerase KdsD	K06041	K06041	K06041	K02467	K08094
Aquifex_sp_SZUA-1459|SZUA-1459_00026	K12573	[EC:3.1.-.-]	rnr, vacB	ribonuclease R	02F4P@aquNOG,05C40@bactNOG,COG0557@NOG	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)			SZUA-1459_13:32..961	Ribonuclease R	K12573	K12573		K01147	K19782
Aquifex_sp_SZUA-1459|SZUA-1459_00027	K11782	[EC:4.2.1.151]	mqnA	chorismate dehydratase	02FQP@aquNOG,05EV6@bactNOG,COG1427@NOG	Pfam:DUF178			SZUA-1459_13:1025..1768	Chorismate dehydratase	K11782	K11782		K11782	K11782
Aquifex_sp_SZUA-1459|SZUA-1459_00028	K01903	[EC:6.2.1.5]	sucC	succinyl-CoA synthetase beta subunit	02EQX@aquNOG,05CMV@bactNOG,COG0045@NOG	succinyl-CoA synthetase subunit beta			SZUA-1459_13:1849..3015	Succinate--CoA ligase [ADP-forming] subunit beta	K01903	K01903		K01903	K01903
Aquifex_sp_SZUA-1459|SZUA-1459_00029									SZUA-1459_13:3028..3588	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00030					02F9Z@aquNOG,07PU6@bactNOG,COG3174@NOG	MgtC family			SZUA-1459_14:c(196..1485)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00031									SZUA-1459_14:1539..1922	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00032	K04070	[EC:1.97.1.4]	pflX	putative pyruvate formate lyase activating enzyme	02FAC@aquNOG,05KN9@bactNOG,COG1313@NOG	radical SAM domain protein			SZUA-1459_15:589..1392	hypothetical protein	K04070	K04070		K04070	K04070
Aquifex_sp_SZUA-1459|SZUA-1459_00033									SZUA-1459_16:89..499	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00034									SZUA-1459_16:659..1141	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00035	K14261	[EC:2.6.1.-]	alaC	alanine-synthesizing transaminase	02EXU@aquNOG,05CHM@bactNOG,COG0436@NOG	Aminotransferase, class I			SZUA-1459_17:298..1536	Glutamate-pyruvate aminotransferase AlaC	K14261	K14261		K10206	K20615
Aquifex_sp_SZUA-1459|SZUA-1459_00036	K06861	[EC:3.6.3.-]	lptB	lipopolysaccharide export system ATP-binding protein	02GTJ@aquNOG,08IUZ@bactNOG,COG1137@NOG	ABC transporter			SZUA-1459_17:1520..2248	Lipopolysaccharide export system ATP-binding protein LptB	K06861	K06861		K01990	K06861
Aquifex_sp_SZUA-1459|SZUA-1459_00037									SZUA-1459_18:c(1232..1681)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00038	K02388		flgC	flagellar basal-body rod protein FlgC	02FGT@aquNOG,08ZC9@bactNOG,COG1558@NOG	flagellar basal-body rod protein FlgC			SZUA-1459_19:c(79..486)	Flagellar basal-body rod protein FlgC	K02388	K02388		K02388	K02388
Aquifex_sp_SZUA-1459|SZUA-1459_00039	K02387		flgB	flagellar basal-body rod protein FlgB	02FS5@aquNOG,083MZ@bactNOG,COG1815@NOG	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)			SZUA-1459_19:c(489..863)	Flagellar basal body rod protein FlgB	K02387	K02387		K02387	K02387
Aquifex_sp_SZUA-1459|SZUA-1459_00040									SZUA-1459_19:c(876..1955)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00041									SZUA-1459_20:952..1449	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00042	K02520		infC, MTIF3	translation initiation factor IF-3	02FEA@aquNOG,08UUX@bactNOG,COG0290@NOG	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)			SZUA-1459_20:1577..2008	Translation initiation factor IF-3	K02520	K02520		K02520	K02520
Aquifex_sp_SZUA-1459|SZUA-1459_00043	K01609	[EC:4.1.1.48]	trpC	indole-3-glycerol phosphate synthase	02F2Z@aquNOG,05DK0@bactNOG,COG0134@NOG	Indole-3-glycerol-phosphate synthase (EC 4.1.1.48)			SZUA-1459_21:52..378	Indole-3-glycerol phosphate synthase	K01609	K01609		K01609	K13501
Aquifex_sp_SZUA-1459|SZUA-1459_00044	K03703		uvrC	excinuclease ABC subunit C	02ER0@aquNOG,05CII@bactNOG,COG0322@NOG	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision (By similarity)			SZUA-1459_21:c(375..2054)	UvrABC system protein C	K03703	K03703		K03703	K05984
Aquifex_sp_SZUA-1459|SZUA-1459_00045	K05337		fer	ferredoxin	02FRM@aquNOG,05VYV@bactNOG,122J2@NOG	Conserved domain protein			SZUA-1459_21:c(2118..2336)	hypothetical protein	K05337	K05337		K05337	
Aquifex_sp_SZUA-1459|SZUA-1459_00046					02G13@aquNOG,085AP@bactNOG,102QK@NOG	Pentapeptide repeat protein			SZUA-1459_21:c(2436..3059)	Secreted effector protein PipB2					
Aquifex_sp_SZUA-1459|SZUA-1459_00047	K01868	[EC:6.1.1.3]	TARS, thrS	threonyl-tRNA synthetase	02EYP@aquNOG,05C22@bactNOG,COG0441@NOG	Threonyl-tRNA synthetase			SZUA-1459_21:c(3192..4484)	Threonine--tRNA ligase	K01868	K01868	K01868	K01868	K01868
Aquifex_sp_SZUA-1459|SZUA-1459_00048	K03587	[EC:3.4.16.4]	ftsI	cell division protein FtsI (penicillin-binding protein 3)	02EUG@aquNOG,07TJY@bactNOG,COG0768@NOG	peptidoglycan glycosyltransferase (EC 2.4.1.129)			SZUA-1459_22:138..1739	putative peptidoglycan D,D-transpeptidase FtsI	K03587	K03587		K03587	K21468
Aquifex_sp_SZUA-1459|SZUA-1459_00049	K02338	[EC:2.7.7.7]	dnaN	DNA polymerase III subunit beta	02F7B@aquNOG,05CZ8@bactNOG,COG0592@NOG	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)			SZUA-1459_22:c(1744..2829)	Beta sliding clamp	K02338	K02338		K02338	K04802
Aquifex_sp_SZUA-1459|SZUA-1459_00051	K08259	[EC:3.4.24.75]	lytM	lysostaphin	02FCD@aquNOG,08RPH@bactNOG,COG0739@NOG	peptidase M23			SZUA-1459_23:1230..2069	Murein DD-endopeptidase MepM	K08259			K08259	K21472
Aquifex_sp_SZUA-1459|SZUA-1459_00052	K03596		lepA	GTP-binding protein LepA	02EU4@aquNOG,05C4S@bactNOG,COG0481@NOG	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)			SZUA-1459_23:c(2066..2524)	Elongation factor 4	K03596	K03596		K03596	K03596
Aquifex_sp_SZUA-1459|SZUA-1459_00053	K00382	[EC:1.8.1.4]	DLD, lpd, pdhD	dihydrolipoamide dehydrogenase	02F2M@aquNOG,05CH4@bactNOG,COG1249@NOG	Dihydrolipoyl dehydrogenase			SZUA-1459_24:c(42..1388)	Dihydrolipoyl dehydrogenase	K00382	K00382		K00322	K21739
Aquifex_sp_SZUA-1459|SZUA-1459_00054									SZUA-1459_24:c(1424..1618)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00055	K00147	[EC:1.2.1.41]	proA	glutamate-5-semialdehyde dehydrogenase	02EWB@aquNOG,05C2S@bactNOG,COG0014@NOG	Catalyzes the NADPH dependent reduction of L-gamma- glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate (By similarity)			SZUA-1459_24:1684..3015	Gamma-glutamyl phosphate reductase	K00147	K00147	K00147	K00147	K00147
Aquifex_sp_SZUA-1459|SZUA-1459_00056	K07100		K07100	putative phosphoribosyl transferase	02FGK@aquNOG,08V4Y@bactNOG,COG1926@NOG	phosphoribosyltransferase			SZUA-1459_24:c(3012..3668)	Putative phosphoribosyl transferase	K07100			K07100	K07100
Aquifex_sp_SZUA-1459|SZUA-1459_00057	K00075	[EC:1.3.1.98]	murB	UDP-N-acetylmuramate dehydrogenase	02F92@aquNOG,05D4A@bactNOG,COG0812@NOG	Cell wall formation (By similarity)			SZUA-1459_25:c(179..1048)	UDP-N-acetylenolpyruvoylglucosamine reductase	K00075	K00075		K00075	K00075
Aquifex_sp_SZUA-1459|SZUA-1459_00058	K03424	[EC:3.1.21.-]	tatD	TatD DNase family protein	02F4G@aquNOG,05F8V@bactNOG,COG0084@NOG	Hydrolase, TatD family			SZUA-1459_25:c(1052..1837)	putative metal-dependent hydrolase YcfH	K03424	K03424		K03424	K03424
Aquifex_sp_SZUA-1459|SZUA-1459_00059									SZUA-1459_25:c(1884..2051)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00060	K17225		soxC	sulfane dehydrogenase subunit SoxC	02F9H@aquNOG,07ZH8@bactNOG,COG2041@NOG	Oxidoreductase molybdopterin binding			SZUA-1459_26:c(820..1425)	Putative protein-methionine-sulfoxide reductase subunit YedZ1	K17225				K17225
Aquifex_sp_SZUA-1459|SZUA-1459_00061	K09763		K09763	uncharacterized protein	02GGM@aquNOG,08FH1@bactNOG,10PER@NOG	Domain of unknown function (DUF309)			SZUA-1459_26:1516..2007	hypothetical protein	K09763			K09763	
Aquifex_sp_SZUA-1459|SZUA-1459_00062	K01665	[EC:2.6.1.85]	pabB	para-aminobenzoate synthetase component I	05CRQ@bactNOG,COG0147@NOG	synthase (Component I)			SZUA-1459_28:446..1519	Aminodeoxychorismate synthase component 1	K01665	K01665		K01665	K20159
Aquifex_sp_SZUA-1459|SZUA-1459_00063									SZUA-1459_28:c(1479..1781)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00064	K02372	[EC:4.2.1.59]	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	02FC0@aquNOG,08YXN@bactNOG,COG0764@NOG	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs (By similarity)			SZUA-1459_28:c(1785..2249)	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	K02372	K02372		K02372	K16363
Aquifex_sp_SZUA-1459|SZUA-1459_00065	K03530		hupB	DNA-binding protein HU-beta	02G1H@aquNOG,05K70@bactNOG,COG0776@NOG	histone family protein DNA-binding			SZUA-1459_28:c(2304..2576)	DNA-binding protein HU	K03530	K03530	K03530	K03530	K05788
Aquifex_sp_SZUA-1459|SZUA-1459_00066					02H20@arcNOG,0KRP8@eurNOG,COG2220@NOG,arCOG00497@arNOG	Metallo-beta-lactamase superfamily			SZUA-1459_28:c(2661..3380)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00067	K01174	[EC:3.1.31.1]	nuc	micrococcal nuclease	02FN6@aquNOG,07Y9E@bactNOG,COG1525@NOG	Nuclease (SNase domain protein)			SZUA-1459_28:3429..4007	Thermonuclease	K01174	K01174		K01174	K16561
Aquifex_sp_SZUA-1459|SZUA-1459_00068	K04744		lptD, imp, ostA	LPS-assembly protein	02EK7@aquNOG,07REF@bactNOG,COG1452@NOG	Organic solvent tolerance protein			SZUA-1459_29:25..1497	LPS-assembly protein LptD	K04744	K04744		K04744	K04744
Aquifex_sp_SZUA-1459|SZUA-1459_00069	K04744		lptD, imp, ostA	LPS-assembly protein	02EK7@aquNOG,07REF@bactNOG,COG1452@NOG	Organic solvent tolerance protein			SZUA-1459_29:1442..2035	hypothetical protein	K04744			K04744	K04744
Aquifex_sp_SZUA-1459|SZUA-1459_00070	K06966	[EC:3.2.2.10][EC:3.2.2.-]	ppnN	pyrimidine/purine-5'-nucleotide nucleosidase	02F2X@aquNOG,05CNZ@bactNOG,COG1611@NOG	Possible lysine decarboxylase			SZUA-1459_29:2032..2811	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase	K06966	K06966		K06966	K06966
Aquifex_sp_SZUA-1459|SZUA-1459_00071	K00425	[EC:1.10.3.14]	cydA	cytochrome bd ubiquinol oxidase subunit I	02EQQ@aquNOG,05C4M@bactNOG,COG1271@NOG	Cytochrome bd ubiquinol oxidase subunit I			SZUA-1459_30:c(572..2170)	Cytochrome bd ubiquinol oxidase subunit 1	K00425	K00425		K00425	K00425
Aquifex_sp_SZUA-1459|SZUA-1459_00074	K21478	[EC:3.5.1.-]	icaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	02F53@aquNOG,08KC5@bactNOG,COG0726@NOG	polysaccharide deacetylase			SZUA-1459_30:2633..3652	hypothetical protein	K21478				K21478
Aquifex_sp_SZUA-1459|SZUA-1459_00075	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	02GT7@aquNOG,08IAJ@bactNOG,COG0451@NOG	NAD-dependent epimerase dehydratase			SZUA-1459_30:c(3649..4620)	UDP-glucose 4-epimerase	K01784			K01784	K22025
Aquifex_sp_SZUA-1459|SZUA-1459_00076									SZUA-1459_31:35..295	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00077	K01810	[EC:5.3.1.9]	GPI, pgi	glucose-6-phosphate isomerase	02FAB@aquNOG,05C89@bactNOG,COG0166@NOG	glucose-6-phosphate isomerase			SZUA-1459_31:327..1559	Glucose-6-phosphate isomerase	K01810	K01810		K01810	K15916
Aquifex_sp_SZUA-1459|SZUA-1459_00078	K06923		K06923	uncharacterized protein	02FGF@aquNOG,0627K@bactNOG,COG2607@NOG	Protein of unknown function (DUF815)			SZUA-1459_31:c(1495..2250)	hypothetical protein	K06923	K06923		K06923	K06923
Aquifex_sp_SZUA-1459|SZUA-1459_00079	K01251	[EC:3.3.1.1]	E3.3.1.1, ahcY	adenosylhomocysteinase	02ERS@aquNOG,05C3E@bactNOG,COG0499@NOG	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine (By similarity)			SZUA-1459_31:c(2288..2803)	Adenosylhomocysteinase	K01251	K01251		K01251	K01251
Aquifex_sp_SZUA-1459|SZUA-1459_00080	K01843	[EC:5.4.3.2]	kamA	lysine 2,3-aminomutase	02EKQ@aquNOG,05CK3@bactNOG,COG1509@NOG	lysine 2,3-aminomutase YodO family protein (EC 5.4.3.2)			SZUA-1459_32:116..277	L-lysine 2,3-aminomutase	K01843	K01843		K01843	K19814
Aquifex_sp_SZUA-1459|SZUA-1459_00081	K07387	[EC:3.4.24.-]	K07387	putative metalloprotease	08J2C@bactNOG,0GT1K@delNOG,0I6BG@eproNOG,1733J@proNOG,COG0501@NOG	peptidase M48, Ste24p			SZUA-1459_32:c(298..1116)	Beta-barrel assembly-enhancing protease	K07387				K07387
Aquifex_sp_SZUA-1459|SZUA-1459_00082									SZUA-1459_32:c(1120..1488)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00083	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	02EXI@aquNOG,05C3P@bactNOG,COG0154@NOG	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1459_33:1..1077	Glutamyl-tRNA(Gln) amidotransferase subunit A	K02433	K02433		K02433	K21801
Aquifex_sp_SZUA-1459|SZUA-1459_00084									SZUA-1459_34:439..867	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00085	K00784	[EC:3.1.26.11]	rnz	ribonuclease Z	0KRWR@eurNOG,0WRGH@metNOG,COG1234@NOG,arCOG00501@arNOG	Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA (By similarity)			SZUA-1459_34:907..1827	Ribonuclease Z	K00784	K00784		K00784	
Aquifex_sp_SZUA-1459|SZUA-1459_00086	K09761	[EC:2.1.1.193]	rsmE	16S rRNA (uracil1498-N3)-methyltransferase	02FFC@aquNOG,07XZW@bactNOG,COG1385@NOG	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit (By similarity)			SZUA-1459_35:864..1586	Ribosomal RNA small subunit methyltransferase E	K09761	K09761		K09761	K09761
Aquifex_sp_SZUA-1459|SZUA-1459_00087	K01000	[EC:2.7.8.13]	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	02F5D@aquNOG,05CPY@bactNOG,COG0472@NOG	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan (By similarity)			SZUA-1459_36:31..1182	Phospho-N-acetylmuramoyl-pentapeptide- transferase	K01000	K01000		K01000	K13685
Aquifex_sp_SZUA-1459|SZUA-1459_00088	K09769		K09769	uncharacterized protein	02F91@aquNOG,05D48@bactNOG,COG1692@NOG	Inherit from bactNOG: metallophosphoesterase			SZUA-1459_36:c(1179..1508)	2',3'-cyclic-nucleotide 2'-phosphodiesterase	K09769	K09769		K09769	K09769
Aquifex_sp_SZUA-1459|SZUA-1459_00089	K17758	[EC:4.2.1.136]	nnr	ADP-dependent NAD(P)H-hydrate dehydratase	02F0J@aquNOG,05DR1@bactNOG,COG0062@NOG,COG0063@NOG	carbohydrate kinase, YjeF related protein			SZUA-1459_37:c(145..1566)	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	K17758			K17758	K17758
Aquifex_sp_SZUA-1459|SZUA-1459_00090	K02990		RP-S6, MRPS6, rpsF	small subunit ribosomal protein S6	02FTP@aquNOG,083NI@bactNOG,COG0360@NOG	Binds together with S18 to 16S ribosomal RNA (By similarity)			SZUA-1459_38:c(486..854)	30S ribosomal protein S6	K02990	K02990		K02990	K02990
Aquifex_sp_SZUA-1459|SZUA-1459_00091									SZUA-1459_38:c(1022..1255)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00092	K01579	[EC:4.1.1.11]	panD	aspartate 1-decarboxylase	02FKM@aquNOG,08Z2X@bactNOG,COG0853@NOG	Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine (By similarity)			SZUA-1459_38:c(1262..1639)	Aspartate 1-decarboxylase	K01579	K01579		K01579	K01579
Aquifex_sp_SZUA-1459|SZUA-1459_00093	K19593		opmE	outer membrane protein, multidrug efflux system	02EX2@aquNOG,07W1U@bactNOG,COG1538@NOG	outer membrane efflux protein			SZUA-1459_38:1804..3183	hypothetical protein	K19593				K19593
Aquifex_sp_SZUA-1459|SZUA-1459_00094	K01494	[EC:3.5.4.13]	dcd	dCTP deaminase	02FH4@aquNOG,05DHP@bactNOG,COG0717@NOG	Deoxycytidine triphosphate deaminase			SZUA-1459_39:16..405	dCTP deaminase	K01494	K01494		K01494	K09887
Aquifex_sp_SZUA-1459|SZUA-1459_00095	K08279		caiE	carnitine operon protein CaiE	02FE2@aquNOG,08Z0R@bactNOG,COG0663@NOG	transferase, hexapeptide repeat			SZUA-1459_39:449..997	Protein YrdA	K08279				K08279
Aquifex_sp_SZUA-1459|SZUA-1459_00096	K01817	[EC:5.3.1.24]	trpF	phosphoribosylanthranilate isomerase	02FG1@aquNOG,08ZGB@bactNOG,COG0135@NOG	N-(5'phosphoribosyl)anthranilate isomerase			SZUA-1459_40:c(215..847)	N-(5'-phosphoribosyl)anthranilate isomerase	K01817	K01817		K01817	K16187
Aquifex_sp_SZUA-1459|SZUA-1459_00097					02GEY@aquNOG,05JVV@bactNOG,11RDT@NOG				SZUA-1459_40:c(861..1580)	hypothetical protein					
Aquifex_sp_SZUA-1459|SZUA-1459_00098	K04758		feoA	ferrous iron transport protein A	COG1918@NOG,arCOG02102@arNOG	FeoA family			SZUA-1459_40:1676..1912	hypothetical protein	K04758			K04758	
